"Library_ID", "tribe", "genus", "species", "Library_ID2", "sample_in_inclusive_dataset", "sample_in_strict_dataset", "sample_in_superstrict_dataset", "sample_in_superstrict_by_tribe_dataset", "sample_in_ASTRAL_Pro_dataset", "tree_IQ_TREE_supermatrix_concordance_factors", "sample_in_chloroplast_dataset", "collection", "collection_number", "collection_date", "trait_state", "ASTRAL_taxon_occupancy_inclusive", "ASTRAL_taxon_occupancy_strict", "ASTRAL_taxon_occupancy_superstrict", "ASTRAL_taxon_occupancy_superstrict_by_tribe", "ASTRAL_Pro_taxon_occupancy", "type_specimen", "genus_type_species", "calibration", "old_sample", "species_genus_type", "not_species_genus_type", "allele_divergence", "locus_heterozygosity", "nloci", "HybPhaser_bp", "Lineages_Koch_Al_Shehbaz", "Lineages_Franzke_et_al", "Lineages_Nikolov_et_al", "Lineages_unplaced"
"NC_034359.1", "Euclidieae", "Solms-laubachia", "Solms-laubachia eurycarpa", "NC_034359.1", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Solms-laubachia eurycarpa", NA, NA, NA, NA, "", "", "III", ""
"NC_034360.1", "Megacarpaeeae", "Megacarpaea", "Megacarpaea delavayi", "NC_034360.1", "", "", "", "", "", "", "Y", "", "", "", "N", NA, NA, NA, NA, NA, "", "", "Y", "", "", "Megacarpaea delavayi", NA, NA, NA, NA, "", "", "", "Megacarpaeeae"
"NC_034361.1", "Euclidieae", "Rudolf-kamelinia", "Rudolf-kamelinia korolkowii", "NC_034361.1", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Rudolf-kamelinia korolkowii", "", NA, NA, NA, NA, "", "", "III", ""
"NC_034363.1", "Lepidieae", "Lepidium", "Lepidium meyenii", "NC_034363.1", "", "", "", "", "", "", "Y", "", "", "", "S", NA, NA, NA, NA, NA, "", "", "", "", "", "Lepidium meyenii", NA, NA, NA, NA, "", "", "I", ""
"NC_034367", "Aethionemeae", "Aethionema", "Aethionema arabicum", "NC_034367", "", "", "", "", "", "", "Y", "", "", "", "N", NA, NA, NA, NA, NA, "", "", "Y", "", "", "Aethionema arabicum", NA, NA, NA, NA, "", "", "basal", ""
"NC_035303.1", "Brassiceae", "Sinapis", "Sinapis arvensis", "NC_035303.1", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Sinapis arvensis", NA, NA, NA, NA, "", "", "II", ""
"NC_035512.1", "Hesperideae", "Hesperis", "Hesperis sylvestris", "NC_035512.1", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Hesperis sylvestris", NA, NA, NA, NA, "", "", "III", ""
"NC_035513.1", "Anastaticeae", "Lobularia", "Lobularia libyca", "NC_035513.1", "", "", "", "", "", "", "Y", "", "", "", "S", NA, NA, NA, NA, NA, "", "", "", "", "", "Lobularia libyca", NA, NA, NA, NA, "", "", "", "Anastaticeae"
"NC_035514.1", "Anastaticeae", "Morettia", "Morettia canescens", "NC_035514.1", "", "", "", "", "", "", "Y", "", "", "", "S", NA, NA, NA, NA, NA, "", "", "", "", "", "Morettia canescens", NA, NA, NA, NA, "", "", "", "Anastaticeae"
"NC_035515.1", "Euclidieae", "Braya", "Braya humilis", "NC_035515.1", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Braya humilis", NA, NA, NA, NA, "", "", "III", ""
"doi:10.5061/dryad.kc5b8_RO", "Resedaceae", "Reseda", "Reseda odorata", "doi:10.5061/dryad.kc5b8_RO", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Reseda odorata", NA, NA, NA, NA, "", "", "", ""
"S0196", "Arabideae", "Arcyosperma", "Arcyosperma primulifolium", "S0196", "", "", "", "", "", "", "Y", "Y?", "Polunin, Sykes, and Williams No. 965", "1952", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Arcyosperma primulifolium", "", NA, NA, NA, NA, "II", "exp.II", "IV", ""
"S0287", "Physarieae", "Nerisyrenia", "Nerisyrenia camporum", "S0287", "", "", "", "", "", "", "Y", "", "Lavin 4894", "1984", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Nerisyrenia camporum", "", NA, NA, NA, NA, "I", "I", "I", ""
"S0326", "Brassiceae", "Kremeriella", "Kremeriella cordylocarpus", "S0326", "", "", "", "", "", "", "Y", "", "B 10 0184646", "1993", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Kremeriella cordylocarpus", "", NA, NA, NA, NA, "II", "II", "II", ""
"S0399", "Eudemeae", "Onuris", "Onuris graminifolia", "S0399", "", "", "", "", "", "", "Y", "N", "5096388", "1997", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Onuris graminifolia", "", NA, NA, NA, NA, "II", "exp.II", "V", ""
"S0403", "Anastaticeae", "Maresia", "Maresia nana", "S0403", "", "", "", "", "", "", "Y", "Y", "5557384", "2000", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Maresia nana", "", NA, NA, NA, NA, "II", "exp.II", "", "Anastaticeae"
"S0420", "Iberideae II", "Teesdalia", "Teesdalia nudicaulis", "S0420", "", "", "", "", "", "", "Y", "N", "5688349", "2002", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Teesdalia nudicaulis", "", NA, NA, NA, NA, "II", "exp.II", "", "Teesdalia"
"S0428", "Euclidieae", "Pycnoplinthus", "Pycnoplinthus uniflora", "S0428", "", "", "", "", "", "", "Y", "N", "4890785", "1993", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Pycnoplinthus uniflora", "", NA, NA, NA, NA, "III", "III", "III", ""
"S0512", "Thelypodieae", "Chaunanthus", "Chaunanthus mexicanus", "S0512", "", "", "", "", "", "", "Y", "Y?", "100281147", "1909", "W", NA, NA, NA, NA, NA, "", "", "", "", "", "Chaunanthus mexicanus", NA, NA, NA, NA, "II", "II", "II", ""
"S0552", "Coluteocarpeae", "Noccaea", "Noccaea rotundifolia", "S0552", "", "", "", "", "", "", "Y", "Y", "WAG.8003723", "2006", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Noccaea rotundifolia", "", NA, NA, NA, NA, "II", "exp.II", "II", ""
"S0564", "Pentadiplandraceae", "Pentadiplandra", "Pentadiplandra brazzeana", "S0564", "", "", "", "", "", "", "Y", "N", "WAG.8002007", "2011", "O", NA, NA, NA, NA, NA, "", "", "", "", "", "Pentadiplandra brazzeana", NA, NA, NA, NA, "", "", "", ""
"S0613", "Coluteocarpeae", "Noccidium", "Noccidium hastulatum", "S0613", "", "", "", "", "", "", "Y", "Y", "WAG.0143230", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Noccidium hastulatum", "", NA, NA, NA, NA, "II", "exp.II", "II", ""
"S0629", "Isatideae", "Chartoloma", "Chartoloma platycarpum", "S0629", "", "", "", "", "", "", "Y", "", "WAG.0143229", "1957", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Chartoloma platycarpum", "", NA, NA, NA, NA, "II", "II", "II", ""
"S0645", "Euclidieae", "Tetracme", "Tetracme quadricornis", "S0645", "", "", "", "", "", "", "Y", "Y", "15902", "2009", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Tetracme quadricornis", "", NA, NA, NA, NA, "III", "III", "III", ""
"S0647", "Thelypodieae", "Thysanocarpus", "Thysanocarpus curvipes", "S0647", "", "", "", "", "", "", "Y", "Y", "19058", "2005", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Thysanocarpus curvipes", "", NA, NA, NA, NA, "II", "II", "II", ""
"S0655", "Anastaticeae", "Lachnocapsa", "Lachnocapsa spathulata", "S0655", "", "", "", "", "", "", "Y", "", "B 10 0181495", "", "WT", NA, NA, NA, NA, NA, "", "Y", "", "", "Lachnocapsa spathulata", "", NA, NA, NA, NA, "II", "exp.II", "", "Anastaticeae"
"S0656", "Anchonieae", "Micrantha", "Micrantha multicaulis", "S0656", "", "", "", "", "", "", "Y", "N", "KM1625", "1995", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Micrantha multicaulis", "", NA, NA, NA, NA, "III", "III", "III", ""
"S0660", "Brassiceae", "Ceratocnemum", "Ceratocnemum rapistroides", "S0660", "", "", "", "", "", "", "Y", "N", "KM2193", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Ceratocnemum rapistroides", "", NA, NA, NA, NA, "II", "II", "II", ""
"S0666", "Brassiceae", "Fortuynia", "Fortuynia bungei", "S0666", "", "", "", "", "", "", "Y", "", "KM2189", "2005", "W", NA, NA, NA, NA, NA, "", "", "", "", "", "Fortuynia bungei", NA, NA, NA, NA, "II", "II", "II", ""
"S0724", "Alysseae", "Acuston", "Acuston lunarioides", "S0724", "", "", "", "", "", "", "Y", "Y", "26802", "2018", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Acuston lunarioides", "", NA, NA, NA, NA, "II", "exp.II", "IV", ""
"S0731", "Brassiceae", "Crambe", "Crambe maritima", "S0731", "", "", "", "", "", "", "Y", "N", "26278", "2015", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Crambe maritima", "", NA, NA, NA, NA, "II", "II", "II", ""
"S0733", "Cardamineae", "Cardamine", "Cardamine pratensis", "S0733", "", "", "", "", "", "", "Y", "N?", "11501", "1966", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Cardamine pratensis", "", NA, NA, NA, NA, "I", "I", "I", ""
"S0734", "Cardamineae", "Barbarea", "Barbarea vulgaris", "S0734", "", "", "", "", "", "", "Y", "Y?", "27005", "2018", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Barbarea vulgaris", "", NA, NA, NA, NA, "I", "I", "I", ""
"S0744", "Thlaspideae", "Graellsia", "Graellsia saxifragifolia", "S0744", "", "", "", "", "", "", "Y", "Y?", "8003280", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Graellsia saxifragifolia", "", NA, NA, NA, NA, "II", "exp.II", "II", ""
"S0747", "Brassiceae", "Zahora", "Zahora ait-atta", "S0747", "", "", "", "", "", "", "Y", "N", "8009872", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Zahora ait-atta", "", NA, NA, NA, NA, "II", "II", "II", ""
"S0761", "Shehbazieae", "Shehbazia", "Shehbazia tibetica", "S0761", "", "", "", "", "", "", "Y", "N?", "8000404", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Shehbazia tibetica", "", NA, NA, NA, NA, "III", "III", "III", ""
"S0762", "Descurainieae", "Tropidocarpum", "Tropidocarpum gracile", "S0762", "", "", "", "", "", "", "Y", "N?", "8000435", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Tropidocarpum gracile", "", NA, NA, NA, NA, "I", "I", "I", ""
"S0947", "Microlepidieae", "Irenepharsus", "Irenepharsus phasmatodes", "S0947", "", "", "", "", "", "", "Y", "", "MEL 2375096", "2008", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Irenepharsus phasmatodes", "", NA, NA, NA, NA, "I", "I", "I", ""
"S1011", "Brassiceae", "Sinapis", "Sinapis alba", "S1011", "", "", "", "", "", "", "Y", "", "L.1834496", "1807", "T", NA, NA, NA, NA, NA, "", "Y", "", "Y", "Sinapis alba", "", NA, NA, NA, NA, "II", "II", "II", ""
"S1043", "Eudemeae", "Dactylocardamum", "Dactylocardamum imbricatifolium", "S1043", "", "", "", "", "", "", "Y", "Y", "A. Cano 21546", "", "WT", NA, NA, NA, NA, NA, "", "Y", "", "", "Dactylocardamum imbricatifolium", "", NA, NA, NA, NA, "II", "exp.II", "V", ""
"S1052", "Physarieae", "Paysonia", "Paysonia lescurii", "S1052", "", "", "", "", "", "", "Y", "Y", "R. Kral 52490", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Paysonia lescurii", "", NA, NA, NA, NA, "I", "I", "I", ""
"S1061", "Physarieae", "Lyrocarpa", "Lyrocarpa linearifolia", "S1061", "", "", "", "", "", "", "Y", "", "P. Garcia 12", "", "W", NA, NA, NA, NA, NA, "", "", "", "", "", "Lyrocarpa linearifolia", NA, NA, NA, NA, "I", "I", "I", ""
"S1093", "Cremolobeae", "Aimara", "Aimara rollinsii", "S1093", "", "", "", "", "", "", "Y", "", "138611", "1997", "WT", NA, NA, NA, NA, NA, "", "Y", "", "", "Aimara rollinsii", "", NA, NA, NA, NA, "II", "exp.II", "V", ""
"S1106", "Thelypodieae", "Phlebolobium", "Phlebolobium maclovianum", "S1106", "", "", "", "", "", "", "Y", "", "P05035742", "1842", "T", NA, NA, NA, NA, NA, "", "Y", "", "Y", "Phlebolobium maclovianum", "", NA, NA, NA, NA, "II", "II", "II", ""
"S1107", "Heliophileae", "Heliophila", "Heliophila brachycarpa", "S1107", "", "", "", "", "", "", "Y", "", "P05445367", "1847", "W", NA, NA, NA, NA, NA, "", "", "", "Y", "", "Heliophila brachycarpa", NA, NA, NA, NA, "II", "exp.II", "V", ""
"S1108", "Aphragmeae", "Aphragmus", "Aphragmus eschscholtzianus", "S1108", "", "", "", "", "", "", "Y", "", "P05383776", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Aphragmus eschscholtzianus", "", NA, NA, NA, NA, "II", "exp.II", "II", ""
"S1114", "Anastaticeae", "Diceratella", "Diceratella floccosa", "S1114", "", "", "", "", "", "", "Y", "", "P04626322", "1961", "WT", NA, NA, NA, NA, NA, "", "Y", "", "", "Diceratella floccosa", "", NA, NA, NA, NA, "II", "exp.II", "", "Anastaticeae"
"S1129", "Coluteocarpeae", "Vania", "Vania campylophylla", "S1129", "", "", "", "", "", "", "Y", "N", "Altõnzl s.n.", "1900", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Vania campylophylla", "", NA, NA, NA, NA, "II", "exp.II", "II", ""
"S1151", "Alysseae", "Bornmuellera", "Bornmuellera cappadocica", "S1151", "", "", "", "", "", "", "Y", "", "zdo_ru 5550", "2019", "S", NA, NA, NA, NA, NA, "", "", "", "", "", "Bornmuellera cappadocica", NA, NA, NA, NA, "II", "exp.II", "IV", ""
"S1181", "Lepidieae", "Cyphocardamum", "Cyphocardamum aretioides", "S1181", "", "", "", "", "", "", "Y", "", "E00039815", "1965", "WT, isotype", NA, NA, NA, NA, NA, "isotype", "Y", "", "", "Cyphocardamum aretioides", "", NA, NA, NA, NA, "I", "I", "I", ""
"S1201", "Schrenkielleae trib. nov.", "Schrenkiella", "Schrenkiella parvula", "S1201", "", "", "", "", "", "", "Y", "N", "L.1832130", "1954", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Schrenkiella parvula", "", NA, NA, NA, NA, "", "", "II", ""
"S1208", "Brassiceae", "Brassica", "Brassica oleracea - nominate", "S1208", "", "", "", "", "", "", "Y", "N", "L.1834667", "1983", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Brassica oleracea - nominate", "", NA, NA, NA, NA, "II", "II", "II", ""
"S1214", "Thlaspideae", "Mummenhoffia", "Mummenhoffia alliacea", "S1214", "", "", "", "", "", "", "Y", "Y?", "WAG.0100905", "2003", "CT", NA, NA, NA, NA, NA, "", "Y", "Y", "", "Mummenhoffia alliacea", "", NA, NA, NA, NA, "II", "exp.II", "II", ""
"S1221", "Brassiceae", "Guenthera", "Guenthera souliei", "S1221", "", "", "", "", "", "", "Y", "N", "WAG.1749474", "1852", "T", NA, NA, NA, NA, NA, "", "Y", "", "Y", "Guenthera souliei", "", NA, NA, NA, NA, "II", "II", "II", ""
"S1229", "Alysseae", "Odontarrhena", "Odontarrhena cf. pterocarpa", "S1229", "", "", "", "", "", "", "Y", "", "WAG.0004235", "1845", "W, isosyntype", NA, NA, NA, NA, NA, "isosyntype", "", "", "Y", "", "Odontarrhena cf. pterocarpa", NA, NA, NA, NA, "II", "exp.II", "IV", ""
"S1235", "Alyssopsideae", "Calymmatium", "Calymmatium draboides", "S1235", "", "", "", "", "", "", "Y", "N", "Tzvelev 874", "1958", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Calymmatium draboides", "", NA, NA, NA, NA, "I", "I", "I", ""
"S1238", "Calepineae", "Leiocarpaea", "Leiocarpaea cochlearioides", "S1238", "", "", "", "", "", "", "Y", "N", "Korotkiy & Lebedeva 653", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Leiocarpaea cochlearioides", "", NA, NA, NA, NA, "II", "exp.II", "II", ""
"S1250", "Anchonieae", "Microstigma", "Microstigma deflexum", "S1250", "", "", "", "", "", "", "Y", "N", "German s.n.", "2003", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Microstigma deflexum", "", NA, NA, NA, NA, "III", "III", "III", ""
"S1265", "Brassiceae", "Douepea", "Douepea arabica", "S1265", "", "", "", "", "", "", "Y", "", "K000653959", "1979", "W", NA, NA, NA, NA, NA, "", "", "", "", "", "Douepea arabica", NA, NA, NA, NA, "II", "II", "II", ""
"S1266", "Alysseae", "Irania", "Irania pendula", "S1266", "", "", "", "", "", "", "Y", "", "K000484541", "", "S, type", NA, NA, NA, NA, NA, "type", "", "", "", "", "Irania pendula", NA, NA, NA, NA, "II", "exp.II", "IV", ""
"S1318", "Camelineae IIIb", "Chrysochamela", "Chrysochamela velutina", "S1318", "", "", "", "", "", "", "Y", "", "L.1826190", "1888", "A", NA, NA, NA, NA, NA, "", "", "", "Y", "", "Chrysochamela velutina", NA, NA, NA, NA, "I", "I", "I", ""
"S1328", "Hesperideae", "Hesperis", "Hesperis matronalis", "S1328", "", "", "", "", "", "", "Y", "N", "L.1827168", "1964", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Hesperis matronalis", "", NA, NA, NA, NA, "III", "III", "III", ""
"S1357", "Alysseae", "Odontarrhena", "Odontarrhena lanigera", "S1357", "", "", "", "", "", "", "Y", "", "W0112482", "2014", "W", NA, NA, NA, NA, NA, "", "", "", "", "", "Odontarrhena lanigera", NA, NA, NA, NA, "II", "exp.II", "IV", ""
"S1396", "Gyrostemonaceae", "Gyrostemon", "Gyrostemon ramulosus", "S1396", "", "", "", "", "", "", "Y", "N", "L.1698070", "1981", "O", NA, NA, NA, NA, NA, "", "", "", "", "", "Gyrostemon ramulosus", NA, NA, NA, NA, "", "", "", ""
"S1397", "Caricaceae", "Carica", "Carica papaya", "S1397", "", "", "", "", "", "", "Y", "", "L.2449852", "1971", "O", NA, NA, NA, NA, NA, "", "", "", "", "", "Carica papaya", NA, NA, NA, NA, "", "", "", ""
"S1402", "Coluteocarpeae", "Noccidium", "Noccidium hastulatum", "S1402", "", "", "", "", "", "", "Y", "N", "WAG.0143230", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Noccidium hastulatum", "", NA, NA, NA, NA, "II", "exp.II", "II", ""
"S1467", "Euclidieae", "Synstemon", "Synstemon petrovii", "S1467", "", "", "", "", "", "", "Y", "N", "M.P. Petrov s.n.", "1958", "T, type", NA, NA, NA, NA, NA, "type", "Y", "", "", "Synstemon petrovii", "", NA, NA, NA, NA, "III", "III", "III", ""
"S1468", "Aphragmeae", "Aphragmus", "Aphragmus eschscholtzianus", "S1468", "", "", "", "", "", "", "Y", "N", "P05383776", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Aphragmus eschscholtzianus", "", NA, NA, NA, NA, "II", "exp.II", "II", ""
"S1541", "Cardamineae", "Ornithocarpa", "Ornithocarpa fimbriata", "S1541", "", "", "", "", "", "", "Y", "N", "4084118", "1990", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Ornithocarpa fimbriata", "", NA, NA, NA, NA, "I", "I", "I", ""
"S1571", "Thelypodieae", "Sibara", "Sibara pinnata", "S1571", "", "", "", "", "", "", "Y", "", "00435562", "1925", "W", NA, NA, NA, NA, NA, "", "", "", "", "", "Sibara pinnata", NA, NA, NA, NA, "II", "II", "II", ""
"doi:10.5061/dryad.kc5b8_Ssp", "Salvadoraceae", "Salvadora", "Salvadora sp", "doi:10.5061/dryad.kc5b8_Ssp", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Salvadora sp", NA, NA, NA, NA, "", "", "", ""
