"Library_ID", "tribe", "genus", "species", "Library_ID2", "sample_in_inclusive_dataset", "sample_in_strict_dataset", "sample_in_superstrict_dataset", "sample_in_superstrict_by_tribe_dataset", "sample_in_ASTRAL_Pro_dataset", "tree_IQ_TREE_supermatrix_concordance_factors", "sample_in_chloroplast_dataset", "collection", "collection_number", "collection_date", "trait_state", "ASTRAL_taxon_occupancy_inclusive", "ASTRAL_taxon_occupancy_strict", "ASTRAL_taxon_occupancy_superstrict", "ASTRAL_taxon_occupancy_superstrict_by_tribe", "ASTRAL_Pro_taxon_occupancy", "type_specimen", "genus_type_species", "calibration", "old_sample", "species_genus_type", "not_species_genus_type", "allele_divergence", "locus_heterozygosity", "nloci", "HybPhaser_bp", "Lineages_Koch_Al_Shehbaz", "Lineages_Franzke_et_al", "Lineages_Nikolov_et_al", "Lineages_unplaced"
"SRR8528379", "Kernereae", "Kernera", "Kernera saxatilis", "SRR8528379", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "", "", "T", "717", "723", "202", "219", "4881", "", "Y", "", "", "Kernera saxatilis", "", 0.039, 22.18, 735, 920193, "II", "exp.II", "II", ""
"S0906", "Kernereae", "Rhizobotrya", "Rhizobotrya alpina", "S0906", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "L.1825875", "1889", "T", "924", "924", "255", "447", "5759", "", "Y", "", "Y", "Rhizobotrya alpina", "", 0.17, 40.34, 932, 1078497, "II", "exp.II", "II", ""
"SRR8528372", "Conringieae", "Conringia", "Conringia orientalis", "SRR8528372", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N?", "", "", "T", "716", "721", "199", "217", "4953", "", "Y", "", "", "Conringia orientalis", "", 0.031, 19.84, 736, 915384, "II", "exp.II", "II", ""
"S1103", "Plagiolobeae", "Plagioloba", "Plagioloba meyeri", "S1103", "Y", "Y", "Y", "Y", "Y", "Y", "", "N", "P05415915", "", "T", "957", "952", "272", "887", "5960", "", "Y", "", "", "Plagioloba meyeri", "", 1.688, 96.34, 983, 1071882, "II", "exp.II", "II", ""
"S0771", "Coluteocarpeae", "Ihsanalshehbazia", "Ihsanalshehbazia granatensis", "S0771", "Y", "Y", "Y", "Y", "Y", "Y", "", "Y", "8002312", "", "T", "902", "897", "258", "154", "5614", "", "Y", "", "", "Ihsanalshehbazia granatensis", "", 0.032, 16.65, 925, 1075467, "II", "exp.II", "II", ""
"S1128", "Coluteocarpeae", "Eunomia", "Eunomia oppositifolia", "S1128", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "zdo_ru 4482", "2016", "T", "949", "942", "270", "696", "5921", "", "Y", "", "", "Eunomia oppositifolia", "", 0.722, 81.38, 945, 1081626, "II", "exp.II", "II", ""
"S0677", "Coluteocarpeae", "Kotschyella", "Kotschyella stenocarpa", "S0677", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "KM2187", "2005", "T", "890", "881", "256", "55", "5502", "", "Y", "", "", "Kotschyella stenocarpa", "", 1.338, 94.86, 895, 1023936, "II", "exp.II", "II", ""
"S1129sl", "Coluteocarpeae", "Vania", "Vania campylophylla", "S1129sl", "Y", "Y", "Y", "Y", "Y", "Y", "", "", "Altõnzl s.n.", "1900", "T", "1005", "993", "289", "733", "6232", "", "Y", "", "", "Vania campylophylla", "", 0.863, 79.76, 1013, 1121439, "II", "exp.II", "II", ""
"S0959", "Coluteocarpeae", "Neurotropis", "Neurotropis orbiculata", "S0959", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "W0112468", "2004", "T", "935", "935", "274", "765", "5903", "", "Y", "", "", "Neurotropis orbiculata", "", 0.1, 29.48, 943, 1058631, "II", "exp.II", "II", ""
"S1189", "Coluteocarpeae", "Friedrichkarlmeyeria", "Friedrichkarlmeyeria umbellata", "S1189", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "Grigorian s.n.", "1960", "T", "986", "982", "281", "594", "6081", "", "Y", "", "", "Friedrichkarlmeyeria umbellata", "", 0.174, 43.31, 979, 1116546, "II", "exp.II", "II", ""
"S0613sl", "Coluteocarpeae", "Noccidium", "Noccidium hastulatum", "S0613sl", "Y", "Y", "Y", "Y", "Y", "Y", "", "", "WAG.0143230", "", "T", "959", "953", "273", "507", "5943", "", "Y", "", "", "Noccidium hastulatum", "", 1.17, 90.29, 978, 1071222, "II", "exp.II", "II", ""
"S0562", "Coluteocarpeae", "Microthlaspi", "Microthlaspi perfoliatum", "S0562", "Y", "Y", "Y", "Y", "Y", "Y", "", "N?", "WAG.8002357", "2002", "T", "979", "972", "282", "525", "6039", "", "Y", "", "", "Microthlaspi perfoliatum", "", 4.706, 98.75, 1040, 1038480, "II", "exp.II", "II", ""
"S0552sl", "Coluteocarpeae", "Noccaea", "Noccaea rotundifolia", "S0552sl", "Y", "Y", "Y", "Y", "Y", "Y", "", "", "WAG.8003723", "2006", "T", "987", "985", "286", "530", "6076", "", "Y", "", "", "Noccaea rotundifolia", "", 0.391, 76.18, 936, 1112832, "II", "exp.II", "II", ""
"S0956", "Coluteocarpeae", "Thlaspiceras", "Thlaspiceras rechingeri", "S0956", "Y", "Y", "Y", "Y", "Y", "Y", "", "Y", "W0112409", "", "S", "828", "829", "228", "707", "5133", "", "", "", "", "", "Thlaspiceras rechingeri", 0.425, 78.29, 806, 982062, "II", "exp.II", "II", ""
"S0758", "Coluteocarpeae", "Callothlaspi", "Callothlaspi lilacinum", "S0758", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "8003525", "", "T", "693", "695", "200", "176", "4357", "", "Y", "", "", "Callothlaspi lilacinum", "", 0.633, 70.7, 703, 816069, "II", "exp.II", "II", ""
"S0964", "Coluteocarpeae", "Masmenia", "Masmenia rosularis", "S0964", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N?", "W0112466", "1906", "T", "831", "829", "237", "709", "5221", "", "Y", "", "", "Masmenia rosularis", "", 0.319, 70.75, 824, 976938, "II", "exp.II", "II", ""
"S0960", "Coluteocarpeae", "Pseudosempervivum", "Pseudosempervivum aucheri", "S0960", "Y", "Y", "Y", "Y", "Y", "Y", "", "Y?", "W0112496", "", "T", "965", "958", "278", "800", "5989", "", "Y", "", "", "Pseudosempervivum aucheri", "", 0.432, 79.69, 955, 1066029, "II", "exp.II", "II", ""
"S1238sl", "Calepineae", "Leiocarpaea", "Leiocarpaea cochlearioides", "S1238sl", "Y", "Y", "Y", "Y", "Y", "Y", "", "", "Korotkiy & Lebedeva 653", "", "T", "872", "868", "238", "764", "5437", "", "Y", "", "", "Leiocarpaea cochlearioides", "", 0.177, 50.63, 871, 1013028, "II", "exp.II", "II", ""
"S0312", "Calepineae", "Calepina", "Calepina irregularis", "S0312", "Y", "Y", "Y", "Y", "Y", "Y", "", "Y?", "B 10 0073115", "2001", "T", "999", "997", "289", "256", "6056", "", "Y", "", "", "Calepina irregularis", "", 2.307, 98.64, 1029, 1064712, "II", "exp.II", "II", ""
"S0757", "Calepineae", "Goldbachia", "Goldbachia laevigata", "S0757", "Y", "Y", "Y", "Y", "Y", "Y", "", "Y", "8002205", "", "T", "974", "960", "276", "246", "6017", "", "Y", "", "", "Goldbachia laevigata", "", 3.169, 98.79, 993, 1038822, "II", "exp.II", "II", ""
"S1336", "Eutremeae", "Eutrema", "Eutrema edwardsii", "S1336", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "L.1827708", "1839", "T", "941", "934", "265", "837", "5958", "", "Y", "", "Y", "Eutrema edwardsii", "", 2.246, 93.58, 981, 1037508, "II", "exp.II", "II", ""
"S0416", "Eutremeae", "Eutrema", "Eutrema edwardsii", "S0416", "Y", "Y", "Y", "Y", "Y", "Y", "", "Y?", "4925243", "1998", "T", "980", "978", "283", "513", "6043", "", "Y", "", "", "Eutrema edwardsii", "", 0.874, 92.23, 939, 1107846, "II", "exp.II", "II", ""
"S0744sl", "Thlaspideae", "Graellsia", "Graellsia saxifragifolia", "S0744sl", "Y", "", "", "", "Y", "Y", "", "", "8003280", "", "T", "568", NA, NA, NA, "3531", "", "Y", "", "", "Graellsia saxifragifolia", "", 0.317, 43.6, 617, 368097, "II", "exp.II", "II", ""
"S0381", "Thlaspideae", "Pseudovesicaria", "Pseudovesicaria digitata", "S0381", "Y", "Y", "Y", "Y", "Y", "Y", "", "Y", "B 10 0122158", "2002", "T", "870", "866", "239", "463", "5342", "", "Y", "", "", "Pseudovesicaria digitata", "", 0.691, 89.08, 879, 862629, "II", "exp.II", "II", ""
"S1422", "Thlaspideae", "Pachyphragma", "Pachyphragma macrophyllum", "S1422", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "L.1855278", "1959", "T", "990", "988", "286", "881", "6005", "", "Y", "", "", "Pachyphragma macrophyllum", "", 0.191, 62.67, 967, 1078089, "II", "exp.II", "II", ""
"S1449", "Thlaspideae", "Lysakia", "Lysakia rostrata", "S1449", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "American-Iranian Botanical Delegation 34056", "", "T", "1004", "1003", "293", "654", "6090", "", "Y", "", "", "Lysakia rostrata", "", 0.499, 66.93, 1016, 1125441, "II", "exp.II", "II", ""
"S0292", "Thlaspideae", "Parlatoria", "Parlatoria cakiloidea", "S0292", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N?", "Al-Shehbaz 76214", "1976", "T", "977", "975", "280", "248", "6028", "", "Y", "", "", "Parlatoria cakiloidea", "", 0.497, 83.58, 938, 1115907, "II", "exp.II", "II", ""
"S1366", "Thlaspideae", "Sobolewskia", "Sobolewskia sibirica", "S1366", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "VanÕkov s.n.", "1913", "T", "921", "912", "259", "268", "5726", "", "Y", "", "", "Sobolewskia sibirica", "", 1.034, 78.12, 928, 1035282, "II", "exp.II", "II", ""
"S1419", "Thlaspideae", "Alliaria", "Alliaria petiolata", "S1419", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "L.4262125", "1965", "CT", "965", "962", "275", "865", "5992", "", "Y", "Y", "", "Alliaria petiolata", "", 2.65, 99.19, 984, 1068411, "II", "exp.II", "II", ""
"S1376", "Thlaspideae", "Thlaspi", "Thlaspi arvense", "S1376", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "L.1844745", "1973", "CT", "968", "963", "278", "618", "5988", "", "Y", "Y", "", "Thlaspi arvense", "", 0.256, 35.06, 987, 1095810, "II", "exp.II", "II", ""
"SRR8528336", "Thlaspideae", "Peltaria", "Peltaria alliacea", "SRR8528336", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "", "", "T", "716", "719", "199", "659", "4864", "", "Y", "", "", "Peltaria alliacea", "", 0.189, 62.43, 700, 916722, "II", "exp.II", "II", ""
"S1214sl", "Thlaspideae", "Mummenhoffia", "Mummenhoffia alliacea", "S1214sl", "Y", "Y", "Y", "Y", "Y", "Y", "", "", "WAG.0100905", "2003", "CT", "978", "973", "283", "477", "6061", "", "Y", "Y", "", "Mummenhoffia alliacea", "", 0.168, 25.8, 996, 1114395, "II", "exp.II", "II", ""
"S0766", "Thlaspideae", "Didymophysa", "Didymophysa aucheri", "S0766", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "8000804", "", "CT", "917", "919", "264", "155", "5753", "", "Y", "Y", "", "Didymophysa aucheri", "", 2.084, 90.6, 957, 1049361, "II", "exp.II", "II", ""
"S0738sl", "Thlaspideae", "Elburzia", "Elburzia fenestrata", "S0738sl", "Y", "", "", "", "Y", "Y", "", "", "TUH12238", "", "WT", "492", NA, NA, NA, "2974", "", "Y", "", "", "Elburzia fenestrata", "", 0.284, 40.11, 541, 265287, "II", "exp.II", "II", ""
"S0384", "Thlaspideae", "Peltariopsis", "Peltariopsis planisiliqua", "S0384", "Y", "Y", "Y", "Y", "Y", "Y", "", "N?", "B 10 0184632", "1981", "T", "830", "822", "234", "437", "5208", "", "Y", "", "", "Peltariopsis planisiliqua", "", 0.868, 90.4, 833, 1011165, "II", "exp.II", "II", ""
"S0745", "Thlaspideae", "Pseudocamelina", "Pseudocamelina glaucophylla", "S0745", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "8002362", "", "T", "1000", "999", "290", "254", "6104", "", "Y", "", "", "Pseudocamelina glaucophylla", "", 1.108, 92.16, 1008, 1118172, "II", "exp.II", "II", ""
"S1201sl", "Schrenkielleae trib. nov.", "Schrenkiella", "Schrenkiella parvula", "S1201sl", "Y", "Y", "Y", "Y", "Y", "Y", "", "", "L.1832130", "1954", "T", "1007", "1005", "291", "614", "5768", "", "Y", "", "", "Schrenkiella parvula", "", 0.044, 20.17, 1031, 1127076, "", "", "II", ""
"S1412", "Brassiceae", "Orychophragmus", "Orychophragmus violaceus", "S1412", "Y", "", "", "", "Y", "Y", "", "Y?", "WAG.1470449", "1986", "T", "260", NA, NA, NA, "1300", "", "Y", "", "", "Orychophragmus violaceus", "", 1.425, 59.01, 283, 99240, "II", "II", "II", ""
"SRR8528365", "Isatideae", "Iljinskaea", "Iljinskaea planisiliqua", "SRR8528365", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "", "", "T", "721", "725", "198", "218", "4456", "", "Y", "", "", "Iljinskaea planisiliqua", "", 0.033, 17.61, 744, 914925, "II", "II", "II", ""
"S0629-2", "Isatideae", "Chartoloma", "Chartoloma platycarpum", "S0629-2", "Y", "", "", "", "Y", "Y", "", "N", "WAG.0143229", "1957", "T", "199", NA, NA, NA, "1025", "", "Y", "", "", "Chartoloma platycarpum", "", 0.199, 17.41, 224, 62733, "II", "II", "II", ""
"ERR4210213", "Isatideae", "Schimpera", "Schimpera arabica", "ERR4210213", "Y", "Y", "Y", "Y", "Y", "Y", "", "", "", "", "T", "263", "261", "79", "265", "997", "", "Y", "", "", "Schimpera arabica", "", NA, NA, NA, NA, "II", "II", "II", ""
"S0335", "Isatideae", "Myagrum", "Myagrum perfoliatum", "S0335", "Y", "Y", "Y", "Y", "Y", "Y", "", "N?", "B 10 0184672", "1993", "T", "927", "923", "269", "243", "5200", "", "Y", "", "", "Myagrum perfoliatum", "", 0.134, 29.61, 939, 1092819, "II", "II", "II", ""
"SRR8528380", "Isatideae", "Isatis", "Isatis tinctoria", "SRR8528380", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "", "", "T", "715", "722", "198", "217", "4430", "", "Y", "", "", "Isatis tinctoria", "", 1.665, 96.11, 745, 913977, "II", "II", "II", ""
"S0280", "Isatideae", "Glastaria", "Glastaria glastifolia", "S0280", "Y", "Y", "Y", "Y", "Y", "Y", "", "Y?", "Al-Shehbaz 7685", "1976", "T", "948", "945", "272", "242", "5334", "", "Y", "", "", "Glastaria glastifolia", "", 0.821, 87, 954, 1093593, "II", "II", "II", ""
"SRR6441723", "Brassiceae", "Sinalliaria", "Sinalliaria limprichtiana", "SRR6441723", "Y", "Y", "Y", "Y", "Y", "Y", "", "", "", "", "T", "330", "323", "107", "329", "1253", "", "Y", "", "", "Sinalliaria limprichtiana", "", NA, NA, NA, NA, "II", "II", "II", ""
"SRR8528389", "Fourraeeae", "Hurkaea", "Hurkaea josiae", "SRR8528389", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "", "", "", "T?", "720", "726", "198", "218", "4157", "", "Y", "", "", "Hurkaea josiae", "", 0.045, 22.36, 738, 912003, "II", "exp.II", "II", ""
"SRR8528341", "Fourraeeae", "Fourraea", "Fourraea alpina", "SRR8528341", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "", "", "T", "722", "728", "199", "503", "4165", "", "Y", "", "", "Fourraea alpina", "", 0.082, 25.81, 740, 923916, "", "", "II", ""
"S1417", "Thelypodieae", "Pringlea", "Pringlea antiscorbutica", "S1417", "Y", "", "", "", "Y", "Y", "Y", "", "U.1176017", "1874", "WT", "430", NA, NA, NA, "2139", "", "Y", "", "Y", "Pringlea antiscorbutica", "", 3.158, 92.34, 470, 206940, "II", "II", "II", ""
"S1481sl", "Thelypodieae", "Dictyophragmus", "Dictyophragmus englerianus", "S1481sl", "Y", "", "", "", "Y", "Y", "", "", "C.R. Worth & J.L. Morrison 15762", "", "T", "303", NA, NA, NA, "1602", "", "Y", "", "", "Dictyophragmus englerianus", "", 0.373, 29.34, 351, 109851, "II", "II", "II", ""
"S0759", "Thelypodieae", "Sarcodraba", "Sarcodraba karraikensis", "S0759", "Y", "", "", "", "Y", "Y", "", "", "8000397", "", "WT", "131", NA, NA, NA, "673", "", "Y", "", "", "Sarcodraba karraikensis", "", 0.395, 28.1, 153, 41775, "II", "II", "II", ""
"S1332", "Sisymbrieae", "Sisymbrium", "Sisymbrium altissimum", "S1332", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "L.1842627", "1953", "T", "1003", "998", "288", "870", "5228", "", "Y", "", "", "Sisymbrium altissimum", "", 0.272, 40.67, 1018, 1125120, "II", "II", "II", ""
"SRR8528361", "Sisymbrieae", "Sisymbrium", "Sisymbrium aegyptiacum", "SRR8528361", "Y", "Y", "Y", "Y", "Y", "Y", "", "N", "", "", "S", "712", "718", "195", "244", "4170", "", "", "", "", "", "Sisymbrium aegyptiacum", 0.543, 69.67, 732, 908238, "II", "II", "II", ""
"SRR8528398", "Sisymbrieae", "Sisymbrium", "Sisymbrium leucoclada", "SRR8528398", "Y", "Y", "Y", "Y", "Y", "Y", "", "", "", "", "S", "698", "703", "194", "209", "4119", "", "", "", "", "", "Sisymbrium leucoclada", 0.881, 87.15, 685, 886830, "II", "II", "II", ""
"S0345", "Sisymbrieae", "Sisymbrium", "Sisymbrium burchellii", "S0345", "Y", "Y", "Y", "Y", "Y", "Y", "", "", "2659911", "2014", "S", "682", "669", "171", "169", "3441", "", "", "", "", "", "Sisymbrium burchellii", 0.148, 32.91, 702, 603180, "II", "II", "II", ""
"SRR11470309", "Sisymbrieae", "Sisymbrium", "Sisymbrium irio", "SRR11470309", "Y", "", "", "", "Y", "Y", "", "", "", "", "N", "403", NA, NA, NA, "1828", "", "", "Y", "", "", "Sisymbrium irio", 0.093, 3.1, 452, 464547, "II", "II", "II", ""
"S0512sl", "Thelypodieae", "Chaunanthus", "Chaunanthus mexicanus", "S0512sl", "Y", "Y", "Y", "Y", "Y", "Y", "", "", "100281147", "1909", "W", "681", "664", "175", "361", "3264", "", "", "", "", "", "Chaunanthus mexicanus", 2.485, 91.95, 708, 594045, "II", "II", "II", ""
"S1053sl", "Thelypodieae", "Streptanthus", "Streptanthus maculatus", "S1053sl", "Y", "Y", "Y", "Y", "Y", "Y", "", "", "D.E. Boufford , et al. 25509", "", "T", "869", "863", "240", "120", "4523", "", "Y", "", "", "Streptanthus maculatus", "", 3.894, 97.16, 914, 887493, "II", "II", "II", ""
"S1049sl", "Thelypodieae", "Thelypodiopsis", "Thelypodiopsis elegans", "S1049sl", "Y", "", "", "", "Y", "", "", "", "C. Reed & R.C. Rollins 1933", "", "T", "5", NA, NA, NA, "36", "", "Y", "", "", "Thelypodiopsis elegans", "", 0, 0, 8, 2016, "II", "II", "II", ""
"S1050", "Thelypodieae", "Phravenia", "Phravenia viereckii", "S1050", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "J.C. Solomon 2743", "", "T", "942", "931", "259", "143", "5426", "", "Y", "", "", "Phravenia viereckii", "", 5.327, 96.53, 1008, 991782, "II", "II", "II", ""
"S1258-2", "Thelypodieae", "Warea", "Warea amplexifolia", "S1258-2", "Y", "Y", "Y", "Y", "Y", "Y", "", "N", "Z-000170252", "1897", "T", "972", "957", "274", "350", "5118", "", "Y", "", "Y", "Warea amplexifolia", "", 5.061, 95.59, 1042, 1021326, "II", "II", "II", ""
"S0286", "Thelypodieae", "Chlorocrambe", "Chlorocrambe hastata", "S0286", "Y", "Y", "Y", "Y", "Y", "Y", "", "", "Tuhy 2478", "1985", "T", "881", "880", "244", "222", "4859", "", "Y", "", "", "Chlorocrambe hastata", "", 4.815, 95.73, 936, 980781, "II", "II", "II", ""
"S0521", "Thelypodieae", "Stanleya", "Stanleya pinnata", "S0521", "Y", "Y", "Y", "Y", "Y", "Y", "", "", "Beilstein 01-47", "2001", "WT", "939", "930", "260", "494", "5898", "", "Y", "", "", "Stanleya pinnata", "", 6.248, 97.78, 989, 1040835, "II", "II", "II", ""
"S1040", "Thelypodieae", "Sibara", "Sibara angelorum", "S1040", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "P. Tenorio & C. Romero 12993", "", "T", "938", "930", "257", "139", "5542", "", "Y", "", "", "Sibara angelorum", "", 5.367, 97.38, 991, 1010019, "II", "II", "II", ""
"S0647-2", "Thelypodieae", "Thysanocarpus", "Thysanocarpus curvipes", "S0647-2", "Y", "Y", "Y", "Y", "Y", "Y", "", "N", "19058", "2005", "T", "982", "972", "287", "531", "5414", "", "Y", "", "", "Thysanocarpus curvipes", "", 6.331, 97.82, 1057, 1055976, "II", "II", "II", ""
"S1072", "Thelypodieae", "Hesperidanthus", "Hesperidanthus argillaceus", "S1072", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "M.B. Franklin 7472", "", "S", "970", "966", "272", "824", "5938", "", "", "", "", "", "Hesperidanthus argillaceus", 5.951, 97.85, 1025, 1040364, "II", "II", "II", ""
"SRR8528388", "Thelypodieae", "Raphanorhyncha", "Raphanorhyncha crassa", "SRR8528388", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "", "", "T", "712", "711", "198", "217", "4579", "", "Y", "", "", "Raphanorhyncha crassa", "", 5.697, 96.33, 763, 843405, "II", "II", "II", ""
"S0727", "Thelypodieae", "Dryopetalon", "Dryopetalon runcinatum", "S0727", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "902", "1992", "T", "867", "867", "243", "71", "5433", "", "Y", "", "", "Dryopetalon runcinatum", "", 5.848, 97.28, 918, 1003680, "II", "II", "II", ""
"S0346", "Thelypodieae", "Romanschulzia", "Romanschulzia arabiformis", "S0346", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "McVaugh 13413A", "1952", "T", "967", "964", "272", "251", "6352", "", "Y", "", "", "Romanschulzia arabiformis", "", 5.242, 96.6, 1000, 1029711, "II", "II", "II", ""
"S1459", "Thelypodieae", "Zuloagocardamum", "Zuloagocardamum jujuyensis", "S1459", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "MO-6609516", "2012", "T, isotype", "961", "959", "269", "390", "4944", "isotype", "Y", "", "", "Zuloagocardamum jujuyensis", "", 4.457, 97.82, 1011, 967557, "II", "II", "II", ""
"S1117", "Thelypodieae", "Weberbauera", "Weberbauera densifolia", "S1117", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "G00383991", "", "T, syntype", "944", "942", "266", "883", "5166", "syntype", "Y", "", "", "Weberbauera densifolia", "", 6.006, 99.2, 1001, 1002324, "II", "II", "II", ""
"S1039", "Thelypodieae", "Englerocharis", "Englerocharis peruviana", "S1039", "Y", "Y", "Y", "Y", "Y", "Y", "", "N", "A. Cano , et al. 20058", "", "T", "955", "949", "266", "140", "5421", "", "Y", "", "", "Englerocharis peruviana", "", 6.034, 98.81, 1005, 1025676, "II", "II", "II", ""
"S1098", "Thelypodieae", "Neuontobotrys", "Neuontobotrys linearifolia", "S1098", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "E. Wedermann 1115", "1926", "WT", "944", "942", "260", "807", "5629", "", "Y", "", "", "Neuontobotrys linearifolia", "", 5.39, 99.09, 991, 1006716, "II", "II", "II", ""
"S1096", "Thelypodieae", "Mostacillastrum", "Mostacillastrum pectinifolium", "S1096", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "183635", "2011", "S", "989", "985", "283", "834", "6417", "", "", "", "", "", "Mostacillastrum pectinifolium", 5.568, 98.35, 1030, 1059954, "II", "II", "II", ""
"S1319", "Thelypodieae", "Polypsecadium", "Polypsecadium harmsianum", "S1319", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "U.1166651", "1904", "T", "919", "911", "254", "819", "5232", "", "Y", "", "", "Polypsecadium harmsianum", "", 4.56, 96.67, 960, 989169, "II", "II", "II", ""
"S0754", "Thelypodieae", "Parodiodoxa", "Parodiodoxa chionophila", "S0754", "Y", "Y", "Y", "Y", "Y", "Y", "", "", "8000369", "", "T", "949", "946", "265", "248", "5952", "", "Y", "", "", "Parodiodoxa chionophila", "", 5.265, 94.78, 996, 1034973, "II", "II", "II", ""
"S1097", "Thelypodieae", "Ivania", "Ivania cremnophila", "S1097", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "K000485233", "1925", "T, isotype", "911", "904", "252", "782", "4841", "isotype", "Y", "", "", "Ivania cremnophila", "", 4.308, 95.01, 961, 966312, "II", "II", "II", ""
"S1118", "Thelypodieae", "Ivania", "Ivania cremnophila", "S1118", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "G00002279", "1925", "T, isotype", "847", "839", "228", "793", "4505", "isotype", "Y", "", "", "Ivania cremnophila", "", 4.008, 96.52, 892, 906816, "II", "II", "II", ""
"S1044", "Thelypodieae", "Chilocardamum", "Chilocardamum patagonicum", "S1044", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "A. Donat 172", "", "T", "966", "965", "270", "142", "5424", "", "Y", "", "", "Chilocardamum patagonicum", "", 5.836, 98.81, 1010, 1049589, "II", "II", "II", ""
"S1464", "Thelypodieae", "Hollermayera", "Hollermayera valdiviana", "S1464", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "166901", "2004", "T", "971", "965", "278", "571", "6085", "", "Y", "", "", "Hollermayera valdiviana", "", 5.258, 98.02, 1008, 1013715, "II", "II", "II", ""
"S1106sl", "Thelypodieae", "Phlebolobium", "Phlebolobium maclovianum", "S1106sl", "Y", "Y", "Y", "Y", "Y", "Y", "", "", "P05035742", "1842", "T", "976", "969", "279", "895", "5656", "", "Y", "", "Y", "Phlebolobium maclovianum", "", 4.679, 96.74, 1043, 1001601, "II", "II", "II", ""
"SRR8528386", "Brassiceae II", "Bivonaea", "Bivonaea lutea", "SRR8528386", "Y", "", "", "", "Y", "Y", "Y", "N", "", "", "T", "517", NA, NA, NA, "3139", "", "Y", "", "", "Bivonaea lutea", "", 1.489, 63.84, 578, 411882, "II", "II", "II", ""
"S0373", "Brassiceae", "Succowia", "Succowia balearica", "S0373", "Y", "Y", "Y", "Y", "Y", "Y", "", "Y", "B 10 0184684", "1979", "T", "939", "933", "266", "241", "5297", "", "Y", "", "", "Succowia balearica", "", 3.675, 66.4, 1012, 1070856, "II", "II", "II", ""
"S0297", "Brassiceae", "Horwoodia", "Horwoodia dicksoniae", "S0297", "Y", "Y", "Y", "Y", "Y", "Y", "", "", "Al-Shehbaz, Weinert, & Hilly, no number", "1974", "T", "745", "736", "193", "177", "3921", "", "Y", "", "", "Horwoodia dicksoniae", "", 3.178, 89.9, 802, 871581, "II", "II", "II", ""
"S0768", "Brassiceae", "Carrichtera", "Carrichtera annua", "S0768", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "8002120", "", "T", "816", "806", "218", "135", "4353", "", "Y", "", "", "Carrichtera annua", "", 2.634, 62.63, 875, 953457, "II", "II", "II", ""
"S1270", "Brassiceae", "Vella", "Vella castrilensis", "S1270", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "", "ABH43664", "2000", "S, isotype", "837", "827", "229", "465", "4432", "isotype", "", "", "", "", "Vella castrilensis", 4.965, 98.22, 897, 945612, "II", "II", "II", ""
"S0371", "Brassiceae", "Vella", "Vella pseudocytisus", "S0371", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "Y?", "B 10 0013694", "1986", "WT", "610", "608", "159", "133", "3744", "", "Y", "", "", "Vella pseudocytisus", "", 4.603, 95.09, 652, 804216, "II", "II", "II", ""
