Library_ID,Tribe,Genus,Species,Name,Lineages_Koch_Al_Shehbaz,Lineages_Franzke_et_al,Lineages_Nikolov_et_al,[<institution-code>],Subsp_or_var,Registered as,[<collection-code>],biomaterial_provider,voucher,Collection_date,Collection_year,Collector,Identifier,Country,Location,Link to online reference,Type status
S0905-2,Microlepidieae,Stenopetalum,lineare,Stenopetalum lineare,I,I,I,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1844230,23244,1963,R.H. Kuchel,,Australia,,,
S1424,Microlepidieae,Stenopetalum,lineare,Stenopetalum lineare,I,I,I,RMNH,,,L,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1844232,23629,1964,P. Wilson,,Australia,"Western Australia, South-east, ca. 320 km east of Norseman along Eyre Highway",https://www.gbif.org/occurrence/2515008079,
S0640,Notothlaspideae,Notothlaspi,rosulatum,Notothlaspi rosulatum,II,exp.II,V,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1855259,??/02/1909,1909,H.H. Travers,unknown,New Zealand,,,
S1579,Notothlaspideae,Notothlaspi,rosulatum,Notothlaspi rosulatum,II,exp.II,V,RMNH,,,L,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1855260,??/02/1909,1909,H.H. Travers,,New Zealand,"South Island, Mount Torlope, Phingle slopes",https://www.gbif.org/occurrence/2515042091,
MK637757,Oreophytoneae,Murbeckiella,pinnatifida,Murbeckiella pinnatifida,,,I,,,,,,,,,,,,,,
SRR8528350,Oreophytoneae,Murbeckiella,pinnatifida,Murbeckiella pinnatifida,I,I,I,,,,,,,,,,,,,,
MK637767,Oreophytoneae,Oreophyton,falcatum,Oreophyton falcatum,,,I,,,,,,,,,,,,,,
S0386,Oreophytoneae,Oreophyton,falcatum,Oreophyton falcatum,I,I,I,EA,,,,,Flora of Ethiopia No 5435,26955,1973,,,,,,
S0612,Oreophytoneae,Oreophyton,falcatum,Oreophyton falcatum,I,I,I,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",WAG.0143200,24278,1966,R. Harmsen,O. Appel,Kenya,,,
MK637710,Physarieae,Dimorphocarpa,wislizenii,Dimorphocarpa wislizenii,,,I,,,,,,,,,,,,,,
S0294,Physarieae,Dimorphocarpa,wislizenii,Dimorphocarpa wislizenii,I,I,I,GH,,,,Michaela Schmull,Reed & Rollins 9383,34054,1993,"C. Reed, K.W. Rollins",,USA,"Utah, Washington County",,
MK637700,Physarieae,Dithyrea,californica,Dithyrea californica,,,I,,,,,,,,,,,,,,
S0903,Physarieae,Dithyrea,californica,Dithyrea californica,I,I,I,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",WAG.1751139,19090,1952,J. Doorenbos,,USA,,,
S0287,Physarieae,Nerisyrenia,camporum,Nerisyrenia camporum,I,I,I,A,,,,"Kasper P. Hendriks, Klaus Mummenhoff",Lavin 4894,30944,1984,M. Lavin,R.C. Rollins,Mexico,Chihuahua,,
S0287-2,Physarieae,Nerisyrenia,camporum,Nerisyrenia camporum,I,I,I,A,,,,"Kasper P. Hendriks, Klaus Mummenhoff",Lavin 4894,30944,1984,,,,,,
S1446,Physarieae,Nerisyrenia,camporum,Nerisyrenia camporum,I,I,I,RMNH,,,L,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1828734,31574,1986,R.D. Worthington,,USA,"Texas, El Paso Co., bajada of the Franklin Mts. along N feeder of I-10 1.4 rd. mi. S jct. with Trans-Mountain Rd.",https://www.gbif.org/occurrence/2514963315,
S1052,Physarieae,Paysonia,lescurii,Paysonia lescurii,I,I,I,MO,,,MO,Ihsan Al-Shehbaz,R. Kral 52490,unknown,,R. Kral,,USA,,,
S1052-2,Physarieae,Paysonia,lescurii,Paysonia lescurii,I,I,I,MO,,,MO,Ihsan Al-Shehbaz,R. Kral 52490,unknown,,R. Kral,,USA,,,
S1052sl,Physarieae,Paysonia,lescurii,Paysonia lescurii,I,I,I,MO,,,MO,Ihsan Al-Shehbaz,R. Kral 52490,unknown,,R. Kral,,USA,,,
S1518,Physarieae,Paysonia,lescurii,Paysonia lescurii,I,I,I,RMNH,,Lesquerella lescurii,AMD,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",AMD.50133,26036,1971,N.A. Harriman,,USA,"Tennessee, Summer County, rocky areas around Old Hickory Dam, along the right bank of the Cumberland River, Rockland Recreation Area, one mile east off U.S. 31W, in the Nashville Basin",https://www.gbif.org/occurrence/2513027469,
S0383,Physarieae,Physaria,didymocarpa,Physaria didymocarpa,I,I,I,B,Physaria didymocarpa subsp. didymocarpa ,,,Robert Vogt,B 10 0184670,29720,1981,,,Canada,Vancouver,,
S0275,Physarieae,Synthlipsis,greggii,Synthlipsis greggii,I,I,I,A,,,,Michaela Schmull,Zika 8514,31115,1985,P.F. Zika,R.C. Rollins,Mexico,Chihuahua,,
S1089,Schizopetaleae,Mathewsia,foliosa,Mathewsia foliosa,II,exp.II,V,CONC,,,,"Oscar Toro, Alicia Marticorena",185156,??/10/2014,2014,Toro,,Chile,San Antonio: Tunquen,,
MK637809,Schizopetaleae,Schizopetalon,walkeri,Schizopetalon walkeri,,,V,,,,,,,,,,,,,,
SRR8528397,Schizopetaleae,Schizopetalon,walkeri,Schizopetalon walkeri,II,exp.II,V,,,,,,,,,,,,,,
NC_028726.1,Schrenkielleae trib. nov. ,Schrenkiella,parvula,Schrenkiella parvula,,,II,,,,,,,,,,,,,,
S1201,Schrenkielleae trib. nov. ,Schrenkiella,parvula,Schrenkiella parvula,,,II,RMNH,,,L,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1832130,??/??/1954,1954,Royal Botanic Garden Edinburgh,,unknown,,https://www.gbif.org/occurrence/2514110515,
S1201-2,Schrenkielleae trib. nov. ,Schrenkiella,parvula,Schrenkiella parvula,,,II,RMNH,,,L,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1832130,??/??/1954,1954,Royal Botanic Garden Edinburgh,,unknown,,https://www.gbif.org/occurrence/2514110515,
S1201sl,Schrenkielleae trib. nov. ,Schrenkiella,parvula,Schrenkiella parvula,,,II,RMNH,,,L,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1832130,??/??/1954,1954,Royal Botanic Garden Edinburgh,,Turkey,Cultivated in RBGE,https://www.gbif.org/occurrence/2514110515,
MK637829,Shehbazieae,Shehbazia,tibetica,Shehbazia tibetica,,,III,,,,,,,,,,,,,,
S0761,Shehbazieae,Shehbazia,tibetica,Shehbazia tibetica,III,III,III,HEID,,,,"Marcus Koch, Peter Sack",8000404,34882,1995,"Boufford, et al.",,China,"Quinghai, Chindu Xian",,
S0761-2,Shehbazieae,Shehbazia,tibetica,Shehbazia tibetica,III,III,III,HEID,,,,"Marcus Koch, Peter Sack",8000404,34882,1995,"Boufford, et al.",,China,"Quinghai, Chindu Xian",,
S0761sl,Shehbazieae,Shehbazia,tibetica,Shehbazia tibetica,III,III,III,HEID,,,,"Marcus Koch, Peter Sack",8000404,34882,1995,"Boufford, et al.",,China,"Quinghai, Chindu Xian",,
MK637790,Sisymbrieae,Sisymbrium,altissimum,Sisymbrium altissimum,,,II,,,,,,,,,,,,,,
S0563,Sisymbrieae,Sisymbrium,altissimum,Sisymbrium altissimum,II,II,II,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",WAG.8002360,37443,2002,Jan J. Wieringa,Jan J. Wieringa,Netherlands,,,
S1332,Sisymbrieae,Sisymbrium,altissimum,Sisymbrium altissimum,II,II,II,RMNH,,,L,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1842627,19530,1953,B. Welch,,United Kingdom,"Middlesex, Park Royal, cinder dump on N. Circular Road",https://www.gbif.org/occurrence/2515004228,
S0689,Smelowskieae,Smelowskia,alba,Smelowskia alba,I,I,I,OSBU,,,,Barbara Neuffer,18001,38914,2006,"Neuffer, Hurka, Friesen",,Russia,"Sibirischer Altai, Tuva Region, Fluss Arsajty, Gebirgskette Zagan-Schibetu",,
MK637752,Stevenieae,Macropodium,nivale,Macropodium nivale,,,IV,,,,,,,,,,,,,,
S0722,Stevenieae,Macropodium,nivale,Macropodium nivale,I,I,IV,OSBU,,,,Barbara Neuffer,18806,39645,2008,"Neuffer, Hurka, Friesen",,Russia,"Sibirien, Republik Altai, West-Altai, Bezirk Ust-Koksa, ca. 60 km westl. U.-K., Fluss Bannaja, Gebirgskette Cholsun, Grenze zu Kasachstan",,
S0717,Stevenieae,Stevenia,alyssoides,Stevenia alyssoides,I,I,IV,OSBU,,,,Barbara Neuffer,04-0291-50-00,27231,1974,unknown,,Russia,"Buriatia, river Abiduy (middle flow of river Temnik)",,
S1264,Stevenieae,Stevenia,alyssoides,Stevenia alyssoides,I,I,IV,ZT,,,,Alessia Guggisberg,ZT-00093641,??/??/1975,1975,Klötzli,,Russia,,,
MK637735,Subularieae,Idahoa,scapigera,Idahoa scapigera,,,V,,,,,,,,,,,,,,
S1372,Subularieae,Idahoa,scapigera,Idahoa scapigera,,,V,RMNH,,,U,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",U.1176056,20550,1956,unknown,,USA,"Nevada, Washoe",https://www.gbif.org/occurrence/2515241187,
S1372-2,Subularieae,Idahoa,scapigera,Idahoa scapigera,,,V,RMNH,,,U,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",U.1176056,20550,1956,unknown,,USA,"Nevada, Washoe",https://www.gbif.org/occurrence/2515241187,
SRR8528381,Subularieae,Idahoa,scapigera,Idahoa scapigera,,,V,,,,,,,,,,,,,,
MK637792,Subularieae,Subularia,aquatica,Subularia aquatica,,,V,,,,,,,,,,,,,,
SRR8528356,Subularieae,Subularia,aquatica,Subularia aquatica,,,V,,,,,,,,,,,,,,
S1044,Thelypodieae,Chilocardamum,patagonicum,Chilocardamum patagonicum,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,A. Donat 172,unknown,,A. Danot,,Argentina,,,
S0286,Thelypodieae,Chlorocrambe,hastata,Chlorocrambe hastata,II,II,II,A,,,,Michaela Schmull,Tuhy 2478,31269,1985,J.S. Tuhy,I. Al-Shehbaz,USA,"Utah, Cache County",,
S1042,Thelypodieae,Dictyophragmus,englerianus,Dictyophragmus englerianus,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,C.R. Worth & J.L. Morrison 15762,unknown,,"C.R. Worth, J.L. Morrison",,Peru,,,
S1042-2,Thelypodieae,Dictyophragmus,englerianus,Dictyophragmus englerianus,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,C.R. Worth & J.L. Morrison 15762,unknown,,"C.R. Worth, J.L. Morrison",I. Al-Shehbaz,Peru,,,
S1481,Thelypodieae,Dictyophragmus,englerianus,Dictyophragmus englerianus,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,C.R. Worth & J.L. Morrison 15762,unknown,,"C.R. Worth, J.L. Morrison",I. Al-Shehbaz,Peru,,,
S1481sl,Thelypodieae,Dictyophragmus,englerianus,Dictyophragmus englerianus,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,C.R. Worth & J.L. Morrison 15762,,,"C.R. Worth, J.L. Morrison",I. Al-Shehbaz,Peru,,,
S0727,Thelypodieae,Dryopetalon,runcinatum,Dryopetalon runcinatum,II,II,II,OSBU,,,,Barbara Neuffer,902,??/??/1992,1992,unknown,,unknown,,,
S1039,Thelypodieae,Englerocharis,peruviana,Englerocharis peruviana,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,"A. Cano , et al. 20058",unknown,,"A. Cano , et al.",,Peru,,,
S0413,Thelypodieae,Hesperidanthus,linearifolius,Hesperidanthus linearifolius,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,5879768,37492,2002,M.D. Windham,M.D. Windham,USA,"New Mexico, Cibola County, SSW of Grants along NM 53 at N edge of El Malpais",,
S0413-2,Thelypodieae,Hesperidanthus,linearifolius,Hesperidanthus linearifolius,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,5879768,37492,2002,M.D. Windham,M.D. Windham,USA,"New Mexico, Cibola County, SSW of Grants along NM 53 at N edge of El Malpais",,
S1427,Thelypodieae,Hesperidanthus,linearifolius,Hesperidanthus linearifolius,II,II,II,RMNH,,,L,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1842112,32391,1988,R.D. Worthington,,USA,"New Mexico, Dona Ana Co., Bishop Cap, 2 air km NNW of the top of Bishop Cap",https://www.gbif.org/occurrence/2514114671,
S1482,Thelypodieae,Hesperidanthus,linearifolius,Hesperidanthus linearifolius,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,5879768,37492,2002,M.D. Windham,M.D. Windham,USA,"New Mexico, Cibola County, SSW of Grants along NM 53 at N edge of El Malpais",,
S1464,Thelypodieae,Hollermayera,valdiviana,Hollermayera valdiviana,II,II,II,CONC,,,,"Oscar Toro, Alicia Marticorena, Ivalu Cacho",166901,37996,2004,Paulino,O. Toro,Chile,"Araucanía, Prov. Malleco, Parque Nacional Tolhuaca, Valle De Río Pichimalleco",,
S1097,Thelypodieae,Ivania,cremnophila,Ivania cremnophila,II,II,II,K,,,,"William Baker, Sue Zmarzty (PAFTOL)",K000485233,9444,1925,I.M. Johnston,I. Al-Shehbaz,Chile,"Prov. Atacama, Dept. Copiapo Sierra San Miguel Upper part of Quebrada San Miguel",http://apps.kew.org/herbcat/detailsQuery.do?barcode=K000485233,Isotype
S1118,Thelypodieae,Ivania,cremnophila,Ivania cremnophila,II,II,II,G,,,,"Fred Stauffer, Cyrille Chatelain",G00002279,9444,1925,I.M. Johnston,I. Al-Shehbaz,Chile,,https://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=28116&lang=en,Isotype
MK637771,Thelypodieae,Parodiodoxa,chionophila,Parodiodoxa chionophila,,,II,,,,,,,,,,,,,,
S0754,Thelypodieae,Parodiodoxa,chionophila,Parodiodoxa chionophila,II,II,II,HEID,,,,"Marcus Koch, Peter Sack",8000369,40575,2011,"G.E. Barboza, et al.",,Argentina,"La Rioja, Depto. Famatina, Bajando de la Mina La Mejicana, camino al campamento",,
S1106,Thelypodieae,Phlebolobium,maclovianum,Phlebolobium maclovianum,II,II,II,P,,,,Vanessa Invernon,P05035742,??/??/1842,1842,J.D. Hooker,I. Al-Shehbaz,Falkland Islands,,https://www.gbif.org/occurrence/667724997,
S1106-2,Thelypodieae,Phlebolobium,maclovianum,Phlebolobium maclovianum,II,II,II,P,,,,Vanessa Invernon,P05035742,??/??/1842,1842,J.D. Hooker,I. Al-Shehbaz,Falkland Islands,,https://www.gbif.org/occurrence/667724997,
S1106sl,Thelypodieae,Phlebolobium,maclovianum,Phlebolobium maclovianum,II,II,II,P,,,,Vanessa Invernon,P05035742,??/??/1842,1842,J.D. Hooker,I. Al-Shehbaz,Falkland Islands,,https://www.gbif.org/occurrence/667724997,
S1535,Thelypodieae,Phlebolobium,maclovianum,Phlebolobium maclovianum,II,II,II,RMNH,,Arabis macloviana,U,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",U.1165567,??/??/1842,1842,J.D. Hooker,,Falkland Islands,,https://www.gbif.org/occurrence/2515397787,
S1050,Thelypodieae,Phravenia,viereckii,Phravenia viereckii,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,J.C. Solomon 2743,unknown,,J.C. Solomon,,USA,,,
S0429,Thelypodieae,Polypsecadium,harmsianum,Polypsecadium harmsianum,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,3780644,31465,1986,,,,,,
S1319,Thelypodieae,Polypsecadium,harmsianum,Polypsecadium harmsianum,II,II,II,RMNH,,,U,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",U.1166651,1543,1904,K. Fiebrig,,Bolivia,Calderillo,https://www.gbif.org/occurrence/2517370977,
SRR8528388,Thelypodieae,Raphanorhyncha,crassa,Raphanorhyncha crassa,II,II,II,,,,,,,,,,,,,,
S0346,Thelypodieae,Romanschulzia,arabiformis,Romanschulzia arabiformis,II,II,II,GH,,Romanschulzia orizabae,MO,Ihsan Al-Shehbaz,McVaugh 13413A,19277,1952,McVaugh,,Mexico,Nevado de Colima,,
S1040,Thelypodieae,Sibara,angelorum,Sibara angelorum,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,P. Tenorio & C. Romero 12993,unknown,,"P. Tenorio, C. Romero",,Mexico,,,
S1053,Thelypodieae,Streptanthus,maculatus,Streptanthus maculatus,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,"D.E. Boufford , et al. 25509",unknown,,D.E. Boufford,I. Al-Shehbaz,USA,Arkansas,,
S1053-2,Thelypodieae,Streptanthus,maculatus,Streptanthus maculatus,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,"D.E. Boufford , et al. 25509",unknown,,D.E. Boufford,I. Al-Shehbaz,USA,Arkansas,,
S1053sl,Thelypodieae,Streptanthus,maculatus,Streptanthus maculatus,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,"D.E. Boufford , et al. 25509",unknown,,D.E. Boufford,,USA,,,
S1483,Thelypodieae,Streptanthus,maculatus,Streptanthus maculatus,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,"D.E. Boufford , et al. 25509",unknown,,D.E. Boufford,I. Al-Shehbaz,USA,Arkansas,,
S1049,Thelypodieae,Thelypodiopsis,elegans,Thelypodiopsis elegans,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,C. Reed & R.C. Rollins 1933,unknown,,"C. Reed, R.C. Rollins",,USA,Wyoming,,
S1049sl,Thelypodieae,Thelypodiopsis,elegans,Thelypodiopsis elegans,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,C. Reed & R.C. Rollins 1933,unknown,,"C. Reed, R.C. Rollins",,USA,,,
S1484,Thelypodieae,Thelypodiopsis,elegans,Thelypodiopsis elegans,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,C. Reed & R.C. Rollins 1933,unknown,,"C. Reed, R.C. Rollins",,USA,Wyoming,,
MK637813,Thelypodieae,Thelypodium,laciniatum,Thelypodium laciniatum,,,II,,,,,,,,,,,,,,
S1048,Thelypodieae,Thelypodium,laciniatum,Thelypodium laciniatum,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,J.F. Smith 1917,unknown,,J.F. Smith,I. Al-Shehbaz,USA,Idaho,,
S1048sl,Thelypodieae,Thelypodium,laciniatum,Thelypodium laciniatum,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,J.F. Smith 1917,unknown,,J.F. Smith,I. Al-Shehbaz,USA,Idaho,,
S1432,Thelypodieae,Thelypodium,laciniatum,Thelypodium laciniatum,II,II,II,RMNH,,,L,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1843886,13285,1936,F.G. Meyer,,USA,"Plants of Oregon, exposed basalt outcroppings and talus, Snake River Canyon, Upper Sonoran Zone, Wallowa County",https://www.gbif.org/occurrence/2514110705,
S1485,Thelypodieae,Thelypodium,laciniatum,Thelypodium laciniatum,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,J.F. Smith 1917,,,J.F. Smith,I. Al-Shehbaz,USA,Idaho,,
S0647,Thelypodieae,Thysanocarpus,curvipes,Thysanocarpus curvipes,II,II,II,OSBU,,,,Barbara Neuffer,19058,38425,2005,Gutierrez,,USA,"Arizona, Pima County, Coronado National Forest, Santa Rita Mountains, o,7 miles E of western forest boundary along Greaterville Road",,
S0647-2,Thelypodieae,Thysanocarpus,curvipes,Thysanocarpus curvipes,II,II,II,OSBU,,,,Barbara Neuffer,19058,38425,2005,Gutierrez,,USA,"Arizona, Pima County, Coronado National Forest, Santa Rita Mountains, o,7 miles E of western forest boundary along Greaterville Road",,
S1420,Thelypodieae,Thysanocarpus,curvipes,Thysanocarpus curvipes,II,II,II,RMNH,,,L,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1845261,??/06/1934,1934,Herb Acad Techn Delph-Bat,,USA,"Cultivated in Cultuurtuin Delft, the Netherlands",https://www.gbif.org/occurrence/2515012547,
S1258,Thelypodieae,Warea,amplexifolia,Warea amplexifolia,II,II,II,Z,,,,Alessia Guggisberg,Z-000170252,??/??/1897,1897,Curtiss,,USA,,,
S1258-2,Thelypodieae,Warea,amplexifolia,Warea amplexifolia,II,II,II,Z,,,,Alessia Guggisberg,Z-000170252,??/??/1897,1897,Curtiss,,USA,,,
S1117,Thelypodieae,Weberbauera,densifolia,Weberbauera densifolia,II,II,II,G,,,,"Fred Stauffer, Cyrille Chatelain",G00383991,unknown,,A. Weberbauer,I. Al-Shehbaz,Peru,"Along the Lima-Oroya road, Hacienda Arapa",https://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=287373&lang=en,Syntype
S1459,Thelypodieae,Zuloagocardamum,jujuyensis,Zuloagocardamum jujuyensis,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,MO-6609516,40924,2012,"F.O. Zuloaga, et al.",I. Al-Shehbaz,Argentina,"Jujuy, department Humahuaca",,Isotype
S0744,Thlaspideae,Graellsia,saxifragifolia,Graellsia saxifragifolia,II,exp.II,II,HEID,,,,"Marcus Koch, Peter Sack",8003280,unknown,,K.H. Rechinger,,Iran,Esfahan,,
S0744-2,Thlaspideae,Graellsia,saxifragifolia,Graellsia saxifragifolia,II,exp.II,II,HEID,,,,"Marcus Koch, Peter Sack",8003280,unknown,,K.H. Rechinger,,Iran,Esfahan,,
S0744sl,Thlaspideae,Graellsia,saxifragifolia,Graellsia saxifragifolia,II,exp.II,II,HEID,,,,"Marcus Koch, Peter Sack",8003280,unknown,,K.H. Rechinger,,Iran,Esfahan,,
S1425,Thlaspideae,Graellsia,saxifragifolia,Graellsia saxifragifolia,II,exp.II,II,RMNH,,,L,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1827519,17/07/1892,1892,J.F.N. Bornmüller,J.F.N. Bornmüller,Iran,"Lalehzar, Kerman",https://www.gbif.org/occurrence/2514100428,
S1449,Thlaspideae,Lysakia,rostrata,Lysakia rostrata,II,exp.II,II,MO,,,MO,Ihsan Al-Shehbaz,American-Iranian Botanical Delegation 34056,,,American-Iranian Botanical Delegation,I. Al-Shehbaz,Iran,"Alborz Mts, NW of Tehran",,
S0434,Thlaspideae,Pachyphragma,macrophyllum,Pachyphragma macrophyllum,II,exp.II,II,MO,,,MO,Ihsan Al-Shehbaz,5562024,36323,1999,,,,,,
S0434-2,Thlaspideae,Pachyphragma,macrophyllum,Pachyphragma macrophyllum,II,exp.II,II,MO,,,MO,Ihsan Al-Shehbaz,5562024,36323,1999,,,,,,
S1422,Thlaspideae,Pachyphragma,macrophyllum,Pachyphragma macrophyllum,II,exp.II,II,RMNH,,,L,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1855278,21706,1959,"E. Hennipman, et al.",O. Appel,Turkey,"Turcommaniae Asiaticae, Trabzon, ±3 km S of Hamsiköy (± 45 km SSW of Trazbon)",https://www.gbif.org/occurrence/2514118883,
S0292,Thlaspideae,Parlatoria,cakiloidea,Parlatoria cakiloidea,II,exp.II,II,A,,,,Michaela Schmull,Al-Shehbaz 76214,27886,1976,"I. Al-Shehbaz, A. Al-Mayah",I. Al-Shehbaz,Iraq,Sarsang,,
SRR8528336,Thlaspideae,Peltaria,alliacea,Peltaria alliacea,II,exp.II,II,,,,,,,,,,,,,,
S0384,Thlaspideae,Peltariopsis,planisiliqua,Peltariopsis planisiliqua,II,exp.II,II,B,,,,Robert Vogt,B 10 0184632,29787,1981,Raus,I. Al-Shehbaz,Turkey,"Agri province, Tendürek Dagh",,
MK637773,Thlaspideae,Pseudocamelina,glaucophylla,Pseudocamelina glaucophylla,,,II,,,,,,,,,,,,,,
S0745,Thlaspideae,Pseudocamelina,glaucophylla,Pseudocamelina glaucophylla,II,exp.II,II,HEID,,,,"Marcus Koch, Peter Sack",8002362,unknown,,unknown,,Iran,"Teheran, beginning of Kondor Road, Chalus Road",,
S0381,Thlaspideae,Pseudovesicaria,digitata,Pseudovesicaria digitata,II,exp.II,II,B,,,,Robert Vogt,B 10 0122158,37440,2002,P. Krivka,P. Krivka,Azerbaijan,Caucasus Mountains,,
S0891,Thlaspideae,Sobolewskia,sibirica,Sobolewskia sibirica,II,exp.II,II,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1843235,187,1900,A.S. Callier,,,,,
S1366,Thlaspideae,Sobolewskia,sibirica,Sobolewskia sibirica,II,exp.II,II,LE<RUS>,,,,Dmitry A. German,Van’kov s.n.,4881,1913,I.V. Van’kov,D.A. German,Kazakhstan,"Crimea, Sevastopol’ road near Merdven’",,
MK637811,Turritideae,Turritis,glabra,Turritis glabra,,,I,,,,,,,,,,,,,,
SRR8528357,Turritideae,Turritis,glabra,Turritis glabra,I,I,I,,,,,,,,,,,,,,
SRR8528359,Yinshanieae,Yinshania,acutangula,Yinshania acutangula subsp. acutangula,I,I,I,,,,,,,,,,,,,,
S1401,Brassiceae,Coincya,monensis,Coincya monensis,II,II,II,RMNH,monensis,,WAG,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",WAG.1739679,38894,2006,J.J. Wieringa,J.J. Wieringa,Netherlands,"Overberg, Utrecht",https://www.gbif.org/occurrence/2517882716,
S1531,Cardamineae,Ornithocarpa,torulosa,Ornithocarpa torulosa,I,I,I,RMNH,,,WAG,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",WAG.1470448,28339,1977,"R.A. Bye, W.A. Weber",,Mexico,"Chihuahua, Mpio. de Bocoyna, ca. 2.3 mi N of San Juanito on road to El Alamito-San Pedro",https://www.gbif.org/occurrence/2517805207,
S0950,Hemilophieae trib. nov.,Hemilophia,rockii,Hemilophia rockii,,,I,W,,,,"Christian Bräuchler, Heimo Rainer",W102306,,,,,,,,
S0950-2,Hemilophieae trib. nov.,Hemilophia,rockii,Hemilophia rockii,,,I,W,,,,"Christian Bräuchler, Heimo Rainer",W102306,,,,,,,,
SRR8528376,Hemilophieae trib. nov.,Hemilophia,rockii,Hemilophia rockii,,,I,,,,,,,,,,,,,,
S1450,Hillielleae,Hilliella,hunanensis,Hilliella hunanensis,II,exp.II,,MO,,,MO,Ihsan Al-Shehbaz,MO-4097089,,,Cheng,I. Al-Shehbaz,China,Hunan,,
MK637726,Hillielleae,Hilliella,paradoxa,Hilliella paradoxa,,,,,,,,,,,,,,,,,
S1452,Hillielleae,Hilliella,paradoxa,Hilliella paradoxa,II,exp.II,,MO,,,MO,Ihsan Al-Shehbaz,MO-5185661,,,"Averyanov, et al.",I. Al-Shehbaz,Vietnam,Cao Bang,,
S1453,Hillielleae,Hilliella,rupicola,Hilliella rupicola,II,exp.II,,MO,,,MO,Ihsan Al-Shehbaz,MO-4563550,??/??/1998,1998,Liu,I. Al-Shehbaz,China,Jiangxi,,
