Removal of putative paralog loci.Paralogs removed for all samples:
Variable 'remove_loci_for_all_samples_with_more_than_this_mean_proportion_of_SNPs' set to: none
None!
Paralogs removed for each sample:
Sample	threshold	#removed	names
SRR8528347 	0.06358	16	5018, 5449, 1G16720, 1G20080, 1G52520, 2G43235, 2G45500, 3G03380, 3G07140, 4G11120, 4G17090, 4G24190, 4G29810, 4G31770, 5G18580, 5G46220
SRR8528350 	0.00607	31	6128, 6961, 1G09340, 1G10330, 1G15440, 1G25570, 1G48880, 1G73930, 2G02560, 2G16440, 2G43770, 3G01060, 3G01100, 3G18290, 3G23020, 3G25660, 3G48380, 4G02260, 4G10020, 4G16570, 4G19460, 4G22720, 4G24620, 4G24830, 4G33210, 5G17530, 5G18670, 5G40820, 5G51200, 5G51690, 5G54570
SRR8528354 	0.06826	20	6175, 1G02860, 1G50940, 1G55150, 1G59980, 2G35500, 2G47020, 3G03710, 3G06483, 3G48820, 4G02460, 4G09750, 4G17090, 4G18950, 4G21770, 4G24190, 4G33945, 5G08415, 5G60020, 5G64270
SRR8528356 	0.08961	41	6016, 5599, 6139, 1G12330, 1G20080, 1G63660, 2G39730, 2G40070, 3G07140, 3G12280, 3G12610, 3G15380, 3G16270, 3G16910, 3G20050, 3G20630, 3G43300, 3G48150, 3G56120, 3G57610, 4G04640, 4G17090, 4G18010, 4G20050, 4G24830, 4G33760, 4G39470, 4G39850, 5G01360, 5G04550, 5G06970, 5G16300, 5G17860, 5G18580, 5G19180, 5G23340, 5G46220, 5G60790, 5G61560, 5G61865, 5G63010
SRR8528357 	0.01789	23	4757, 5318, 5463, 6003, 5841, 5328, 5744, 4890, 5188, 6430, 5354, 4793, 5464, 5296, 1G50940, 2G43770, 3G11460, 3G53180, 3G56120, 4G20060, 4G22720, 5G20350, 5G21970
SRR8528358 	0.05187	36	6450, 5018, 6128, 6295, 1G01910, 1G04110, 1G04690, 2G16440, 2G16880, 2G42850, 2G43770, 3G03210, 3G03380, 3G06270, 3G06810, 3G20920, 3G48110, 3G48820, 3G60830, 4G01880, 4G02460, 4G03260, 4G17090, 4G18010, 4G24830, 4G26090, 4G30490, 4G33330, 5G01360, 5G08280, 5G14700, 5G48385, 5G61865, 5G63860, 5G64270, 5G65500
SRR8528359 	0.00908	30	6016, 5921, 6128, 6175, 5406, 1G27760, 1G59980, 2G02560, 2G04842, 2G16440, 2G43770, 3G04480, 3G06810, 3G22980, 3G52970, 3G57180, 4G02730, 4G18060, 4G22720, 4G30490, 4G31770, 4G33945, 5G04710, 5G05200, 5G19610, 5G20350, 5G39830, 5G45900, 5G49030, 5G51750
SRR8528361 	0.02504	28	5426, 1G06560, 1G50120, 1G52760, 1G65380, 2G17760, 2G27590, 2G40760, 3G11220, 3G17880, 3G19630, 3G27820, 3G46220, 3G55160, 4G01037, 4G01730, 4G10020, 4G20060, 4G21350, 4G23940, 4G31770, 4G32910, 5G02810, 5G12470, 5G13690, 5G23060, 5G51540, 5G58020
SRR8528364 	0.15765	1	
SRR8528365 	0.00623	25	5138, 5426, 1G10330, 1G18270, 1G33410, 1G49970, 1G50200, 1G55590, 1G60995, 1G76400, 2G04660, 2G16440, 2G18710, 2G40070, 2G42490, 2G43770, 3G11460, 3G24170, 4G00550, 4G01730, 4G17090, 5G13560, 5G17530, 5G40440, 5G47010
SRR8528370 	0.00785	32	5921, 6051, 6572, 1G09900, 1G12470, 1G50200, 1G50940, 1G68570, 2G02560, 2G04660, 2G35040, 2G37320, 3G03380, 3G23430, 3G48820, 4G17090, 4G17380, 4G17830, 4G18830, 4G24190, 4G24830, 4G29010, 4G35850, 4G39470, 5G02480, 5G15880, 5G47010, 5G49070, 5G52280, 5G55250, 5G60020, 5G64270
SRR8528372 	0.00639	30	5264, 5922, 6051, 5554, 5426, 5257, 1G02420, 1G02970, 1G03390, 1G12470, 1G15980, 1G27760, 1G55250, 1G58120, 2G39830, 2G45500, 3G23020, 3G52940, 3G56940, 4G01880, 4G02460, 4G26090, 5G17530, 5G19610, 5G44370, 5G51200, 5G54180, 5G54830, 5G58410, 5G63010
SRR8528373 	0.04998	105	6016, 6450, 6487, 6139, 5859, 1G02400, 1G02860, 1G02970, 1G04910, 1G05850, 1G05910, 1G06950, 1G09010, 1G09340, 1G09870, 1G47380, 1G48090, 1G50200, 1G55270, 1G55480, 1G57770, 1G68570, 1G80410, 2G21470, 2G30520, 2G32590, 2G34960, 2G35610, 2G38280, 2G39730, 2G39830, 2G40730, 2G40890, 2G42490, 2G43235, 2G46370, 3G02570, 3G03210, 3G06860, 3G08760, 3G08950, 3G09090, 3G10230, 3G12280, 3G13490, 3G15380, 3G16270, 3G16910, 3G17900, 3G20050, 3G26410, 3G56370, 3G57610, 4G01037, 4G08920, 4G17090, 4G17230, 4G19460, 4G20050, 4G21680, 4G24220, 4G24740, 4G24830, 4G30790, 4G33210, 5G04550, 5G04930, 5G05840, 5G08280, 5G08415, 5G11960, 5G13020, 5G13030, 5G13420, 5G13640, 5G14230, 5G15300, 5G17620, 5G17860, 5G18580, 5G18670, 5G19130, 5G19680, 5G19730, 5G20270, 5G20350, 5G20890, 5G22330, 5G22450, 5G23060, 5G26570, 5G46070, 5G46580, 5G47010, 5G47780, 5G52280, 5G57800, 5G58020, 5G58230, 5G58600, 5G60020, 5G60750, 5G63010, 5G63050, 5G63840
SRR8528376 	0.1695	0	
SRR8528379 	0.00696	33	6450, 5264, 5426, 1G10910, 1G14300, 1G27460, 1G51550, 1G61600, 1G61850, 2G16440, 2G35040, 2G35610, 2G43770, 2G46060, 3G05350, 3G07140, 3G16910, 3G53180, 4G00550, 4G22720, 4G33330, 4G34260, 4G35560, 5G01360, 5G11380, 5G16210, 5G17530, 5G19350, 5G39040, 5G40820, 5G51970, 5G54260, 5G60020
SRR8528380 	0.05092	18	5426, 1G02860, 1G60070, 1G65840, 2G17510, 2G27590, 2G31530, 2G43770, 3G47400, 4G18060, 4G21350, 4G36390, 5G02480, 5G03070, 5G46220, 5G53580, 5G53920, 5G60600
SRR8528381 	0.04966	60	5138, 1G02400, 1G05910, 1G09870, 1G20560, 1G24706, 1G29900, 1G61850, 1G74460, 2G20190, 2G32900, 2G35040, 2G35610, 2G38280, 2G39730, 2G40190, 3G02260, 3G02570, 3G12280, 3G18290, 3G18730, 3G20050, 3G21420, 3G24170, 3G54690, 4G02780, 4G17090, 4G17140, 4G19180, 4G19460, 4G22720, 4G23540, 4G24190, 4G24830, 4G30790, 4G33760, 5G04930, 5G08280, 5G08530, 5G11390, 5G13640, 5G15300, 5G17860, 5G18580, 5G20890, 5G22330, 5G30510, 5G36890, 5G46580, 5G47690, 5G47780, 5G51340, 5G55960, 5G57800, 5G58330, 5G60790, 5G61560, 5G61865, 5G63860, 5G64270
SRR8528382 	0.19554	1	
SRR8528384 	0.03915	22	1G19025, 2G27590, 2G40890, 3G25660, 3G48425, 3G52970, 4G01730, 4G16570, 4G18830, 4G21350, 4G22720, 4G29810, 4G33760, 4G35760, 4G35870, 4G35880, 4G36390, 5G20350, 5G39040, 5G44000, 5G60750, 5G63010
SRR8528385 	0.13396	8	3G08760, 3G08950, 3G44330, 3G51490, 4G00450, 4G18010, 4G33330, 4G33440
SRR8528386 	0.0839	2	5G14230, 5G35460
SRR8528388 	0.12068	2	1G69860, 2G43770
SRR8528389 	0.00932	31	5264, 6051, 5426, 5406, 1G01910, 1G10780, 1G15740, 1G15980, 1G31360, 1G50200, 1G63160, 2G37370, 2G39620, 2G43770, 3G01060, 3G04480, 3G54860, 4G00550, 4G01730, 4G18340, 4G32430, 4G39470, 5G04550, 5G11380, 5G12040, 5G50210, 5G54570, 5G56580, 5G60600, 5G63420, 5G63860
SRR8528391 	0.00677	30	5921, 6041, 1G01220, 1G03100, 1G75200, 2G02560, 2G26780, 2G31970, 3G04340, 3G11460, 3G15380, 3G17640, 3G17880, 3G20050, 3G26410, 3G49400, 4G09140, 4G10950, 4G22720, 4G34260, 4G38010, 4G39470, 5G17530, 5G21970, 5G40740, 5G51070, 5G51200, 5G55960, 5G65990, 5G66680
SRR8528394 	0.1577	0	
SRR8528397 	0.17585	0	
SRR8528398 	0.03776	59	6051, 5554, 1G01220, 1G02970, 1G04970, 1G06950, 1G10385, 1G50120, 1G50200, 1G52760, 1G67120, 1G73990, 1G76730, 1G79560, 2G16440, 2G27590, 2G39620, 2G42750, 2G43770, 3G05350, 3G06880, 3G15550, 3G17880, 3G17900, 3G25430, 3G25660, 4G01320, 4G16570, 4G18830, 4G19460, 4G21350, 4G22720, 4G23940, 4G24190, 4G24220, 4G31770, 4G32910, 4G36390, 5G04360, 5G04710, 5G10900, 5G12040, 5G12470, 5G16210, 5G17530, 5G19130, 5G20170, 5G21990, 5G22330, 5G30510, 5G35410, 5G39040, 5G39710, 5G40740, 5G47010, 5G51750, 5G51970, 5G63010, 5G63860
SRR8528399 	0.17946	0	
SRR8528400 	0.00888	42	5138, 6487, 5264, 6128, 6383, 1G10910, 1G31360, 1G50200, 1G55250, 1G55760, 1G57770, 1G60995, 1G61850, 1G79150, 1G80460, 2G04842, 2G32040, 2G35040, 2G35610, 2G36840, 2G43770, 3G06810, 3G14120, 3G21420, 3G27730, 3G47400, 3G53150, 4G18060, 4G22720, 4G24830, 4G36630, 5G17530, 5G21970, 5G39040, 5G39830, 5G40820, 5G50320, 5G51340, 5G51970, 5G52850, 5G53970, 5G54260
